ubigeo,distrito,provincia,departamento,area_km2,centroid_lon,centroid_lat,n_facilities,n_active,n_emergency,n_primary,n_uncategorised,n_ccpp,dist_km_nearest_any,dist_km_nearest_emergency,facility_density_per100km2
120705,LA UNION,TARMA,JUNÍN,151.47,-75.822647,-11.361001,5,5,0,4,1,29,3.741,15.858,3.301
120706,PALCA,TARMA,JUNÍN,270.33,-75.505168,-11.317156,8,8,0,8,0,75,4.599,23.68,2.9593
120707,PALCAMAYO,TARMA,JUNÍN,167.78,-75.777831,-11.270188,7,7,0,7,0,72,2.637,19.49,4.1721
120708,SAN PEDRO DE CAJAS,TARMA,JUNÍN,512.02,-75.785723,-11.123381,7,7,0,6,1,101,7.995,23.536,1.3671
120709,TAPOI,TARMA,JUNÍN,214.95,-75.528419,-11.429559,6,6,0,6,0,30,0.629,17.919,2.7913
120801,LA OROYA,YAULI,JUNÍN,379.89,-75.856701,-11.605266,8,8,0,5,3,70,10.681,26.781,2.1059
120802,CHACAPALPA,YAULI,JUNÍN,186.02,-75.821241,-11.724622,1,1,0,1,0,148,7.15,35.821,0.5376
120803,HUAY-HUAY,YAULI,JUNÍN,193.05,-75.965329,-11.717137,2,2,0,1,1,169,6.904,43.901,1.036
120804,MARCAPOMACOCHA,YAULI,JUNÍN,883.33,-76.257701,-11.404879,3,3,0,2,1,184,8.833,39.303,0.3396
120805,MOROCOCHA,YAULI,JUNÍN,264.8,-76.123324,-11.544537,7,7,0,4,3,24,7.088,43.405,2.6435
120806,PACCHA,YAULI,JUNÍN,322.71,-75.992272,-11.440119,1,1,0,1,0,30,5.159,31.161,0.3099
120807,SANTA BARBARA DE CARHUACAYA,YAULI,JUNÍN,680.32,-76.364861,-11.198047,2,2,0,2,0,235,8.616,40.267,0.294
120808,SANTA ROSA DE SACCO,YAULI,JUNÍN,100.29,-75.986453,-11.557603,4,4,0,3,1,33,3.918,35.24,3.9884
120809,SUITUCANCHA,YAULI,JUNÍN,215.34,-75.97818,-11.833316,1,1,0,1,0,161,6.576,43.996,0.4644
120810,YAULI,YAULI,JUNÍN,410.6,-76.09814,-11.709611,5,5,0,3,2,96,4.735,34.26,1.2177
120901,CHUPACA,CHUPACA,JUNÍN,20.59,-75.286116,-12.070826,4,4,0,2,2,13,0.793,6.57,19.4269
120902,AHUAC,CHUPACA,JUNÍN,72.03,-75.351557,-12.081999,2,2,0,2,0,38,3.304,13.763,2.7766
120903,CHONGOS BAJO,CHUPACA,JUNÍN,96.29,-75.284432,-12.194829,2,2,0,2,0,56,4.92,15.106,2.0771
120904,HUACHAC,CHUPACA,JUNÍN,23.85,-75.34273,-12.03557,4,4,0,4,0,10,0.461,12.549,16.7715
120905,HUAMANCACA CHICO,CHUPACA,JUNÍN,11.0,-75.248767,-12.07965,2,2,0,2,0,7,0.631,3.045,18.1818
120906,SAN JUAN DE ISCOS,CHUPACA,JUNÍN,26.29,-75.301595,-12.119346,3,3,0,3,0,9,0.827,10.1,11.4112
120907,SAN JUAN DE JARPA,CHUPACA,JUNÍN,135.97,-75.451013,-12.123493,2,2,0,2,0,21,1.839,25.435,1.4709
120908,TRES DE DICIEMBRE,CHUPACA,JUNÍN,11.76,-75.245851,-12.114016,1,1,0,1,0,3,1.026,5.246,8.5034
120909,YANACANCHA,CHUPACA,JUNÍN,756.98,-75.473804,-12.253687,2,2,0,2,0,131,3.893,33.941,0.2642
130101,TRUJILLO,TRUJILLO,LA LIBERTAD,38.38,-79.023859,-8.112585,266,266,19,171,76,11,0.516,0.556,693.0693
130102,EL PORVENIR,TRUJILLO,LA LIBERTAD,38.53,-78.99596,-8.051613,22,22,2,18,2,1,1.881,2.844,57.0984
130103,FLORENCIA DE MORA,TRUJILLO,LA LIBERTAD,2.52,-79.02141,-8.08243,7,7,2,5,0,1,0.255,0.747,277.7778
130104,HUANCHACO,TRUJILLO,LA LIBERTAD,317.5,-79.058502,-8.000987,10,10,0,9,1,21,1.569,7.577,3.1496
130105,LA ESPERANZA,TRUJILLO,LA LIBERTAD,21.21,-79.055944,-8.06341,26,26,3,16,7,1,0.677,0.677,122.5837
130106,LAREDO,TRUJILLO,LA LIBERTAD,493.91,-78.855115,-8.105261,4,4,1,2,1,57,6.357,11.449,0.8099
130107,MOCHE,TRUJILLO,LA LIBERTAD,28.3,-79.000641,-8.159761,8,8,2,5,1,53,1.529,1.58,28.2686
130108,POROTO,TRUJILLO,LA LIBERTAD,150.74,-78.75401,-8.035273,1,1,0,1,0,36,3.062,23.102,0.6634
130109,SALAVERRY,TRUJILLO,LA LIBERTAD,289.43,-78.898922,-8.253915,3,3,0,2,1,8,9.301,12.551,1.0365
130110,SIMBAL,TRUJILLO,LA LIBERTAD,389.87,-78.827091,-7.918366,1,1,0,1,0,41,6.488,23.458,0.2565
130111,VICTOR LARCO HERRERA,TRUJILLO,LA LIBERTAD,11.89,-79.045661,-8.139497,24,24,2,13,9,6,0.323,0.323,201.8503
130201,ASCOPE,ASCOPE,LA LIBERTAD,298.95,-79.08209,-7.660899,2,2,1,1,0,29,6.28,6.28,0.669
130202,CHICAMA,ASCOPE,LA LIBERTAD,900.34,-79.008222,-7.804991,5,5,0,3,2,34,7.46,14.385,0.5553
130203,CHOCOPE,ASCOPE,LA LIBERTAD,99.53,-79.226391,-7.790496,5,5,1,3,1,21,0.323,0.532,5.0236
130204,MAGDALENA DE CAO,ASCOPE,LA LIBERTAD,161.17,-79.299928,-7.855155,1,1,0,1,0,47,2.541,11.029,0.6205
130205,PAIJAN,ASCOPE,LA LIBERTAD,82.47,-79.302124,-7.728705,3,3,0,2,1,44,0.884,11.341,3.6377
130206,RAZURI,ASCOPE,LA LIBERTAD,312.09,-79.371514,-7.686885,2,2,0,1,1,51,3.663,20.262,0.6408
130207,SANTIAGO DE CAO,ASCOPE,LA LIBERTAD,136.62,-79.217742,-7.924751,4,4,0,2,2,40,4.504,14.633,2.9278
130208,CASA GRANDE,ASCOPE,LA LIBERTAD,662.03,-79.194941,-7.576675,4,4,1,3,0,45,10.205,18.433,0.6042
130301,BOLIVAR,BOLÍVAR,LA LIBERTAD,737.08,-77.733909,-7.264585,2,2,1,0,1,122,12.885,12.885,0.2713
130302,BAMBAMARCA,BOLÍVAR,LA LIBERTAD,164.5,-77.688341,-7.464636,2,2,0,2,0,50,2.715,34.694,1.2158
130303,CONDORMARCA,BOLÍVAR,LA LIBERTAD,323.86,-77.597548,-7.561556,1,1,0,1,0,75,1.625,46.912,0.3088
130304,LONGOTEA,BOLÍVAR,LA LIBERTAD,189.2,-77.910125,-7.05648,2,2,0,2,0,52,4.393,24.935,1.0571
130305,UCHUMARCA,BOLÍVAR,LA LIBERTAD,221.32,-77.805893,-7.026098,1,1,0,1,0,59,2.193,17.769,0.4518
130306,UCUNCHA,BOLÍVAR,LA LIBERTAD,100.36,-77.850598,-7.153233,1,1,0,1,0,27,1.568,16.02,0.9964
130401,CHEPEN,CHEPEN,LA LIBERTAD,289.9,-79.353849,-7.228526,5,5,2,3,0,45,6.866,9.046,1.7247
130402,PACANGA,CHEPEN,LA LIBERTAD,591.16,-79.447655,-7.079699,2,2,0,2,0,58,8.143,15.836,0.3383
130403,PUEBLO NUEVO,CHEPEN,LA LIBERTAD,271.77,-79.586381,-7.192232,3,3,0,3,0,50,5.068,13.539,1.1039
130501,JULCAN,JULCAN,LA LIBERTAD,228.33,-78.46196,-8.074766,7,7,1,6,0,84,3.275,4.396,3.0657
130502,CALAMARCA,JULCAN,LA LIBERTAD,209.37,-78.380778,-8.120344,5,5,0,5,0,66,1.358,14.369,2.3881
130503,CARABAMBA,JULCAN,LA LIBERTAD,234.97,-78.58202,-8.146574,3,3,0,3,0,49,4.585,15.785,1.2768
130504,HUASO,JULCAN,LA LIBERTAD,439.75,-78.440534,-8.261595,7,7,0,7,0,74,1.69,24.786,1.5918
130601,OTUZCO,OTUZCO,LA LIBERTAD,403.01,-78.582129,-7.848752,10,10,1,8,1,174,3.174,6.54,2.4813
130602,AGALLPAMPA,OTUZCO,LA LIBERTAD,258.89,-78.464011,-7.945555,10,10,0,10,0,108,2.259,10.941,3.8626
130604,CHARAT,OTUZCO,LA LIBERTAD,65.96,-78.473824,-7.808665,4,4,0,4,0,70,3.292,14.701,6.0643
130605,HUARANCHAL,OTUZCO,LA LIBERTAD,135.57,-78.451799,-7.690516,2,2,0,2,0,100,0.883,26.878,1.4753
130606,LA CUESTA,OTUZCO,LA LIBERTAD,41.55,-78.684985,-7.908476,1,1,0,1,0,40,2.509,13.247,2.4067
130608,MACHE,OTUZCO,LA LIBERTAD,37.4,-78.533804,-8.034218,3,3,0,3,0,52,0.572,5.494,8.0214
130610,PARANDAY,OTUZCO,LA LIBERTAD,22.22,-78.698906,-7.888412,1,1,0,1,0,28,1.206,14.898,4.5005
130611,SALPO,OTUZCO,LA LIBERTAD,196.03,-78.636277,-8.032897,4,4,0,4,0,85,2.678,16.174,2.0405
130613,SINSICAP,OTUZCO,LA LIBERTAD,455.02,-78.779207,-7.754485,3,3,0,3,0,92,5.371,28.959,0.6593
130614,USQUIL,OTUZCO,LA LIBERTAD,468.18,-78.361653,-7.80063,10,10,0,10,0,288,0.664,25.28,2.1359
130701,SAN PEDRO DE LLOC,PACASMAYO,LA LIBERTAD,685.79,-79.404898,-7.483576,4,4,0,3,1,33,12.63,19.65,0.5833
130702,GUADALUPE,PACASMAYO,LA LIBERTAD,168.27,-79.487895,-7.288137,7,7,1,3,3,52,1.952,5.409,4.16
130703,JEQUETEPEQUE,PACASMAYO,LA LIBERTAD,48.99,-79.546986,-7.350154,2,2,0,1,1,46,2.023,5.933,4.0825
130704,PACASMAYO,PACASMAYO,LA LIBERTAD,34.68,-79.547819,-7.399908,4,4,2,1,1,4,1.868,1.868,11.534
130705,SAN JOSE,PACASMAYO,LA LIBERTAD,179.14,-79.385661,-7.369818,3,3,0,2,1,34,8.182,17.286,1.6747
130801,TAYABAMBA,PATAZ,LA LIBERTAD,338.17,-77.256376,-8.314234,4,4,1,2,1,150,1.985,6.62,1.1828
130802,BUILDIBUYO,PATAZ,LA LIBERTAD,230.07,-77.382757,-8.124419,4,4,0,4,0,61,1.398,18.759,1.7386
130803,CHILLIA,PATAZ,LA LIBERTAD,308.85,-77.520905,-8.16082,5,5,0,5,0,81,4.012,27.392,1.6189
130804,HUANCASPATA,PATAZ,LA LIBERTAD,242.14,-77.268193,-8.439148,3,3,0,3,0,106,2.831,18.808,1.239
130805,HUAYLILLAS,PATAZ,LA LIBERTAD,92.9,-77.293702,-8.190402,1,1,0,1,0,43,5.469,9.037,1.0764
130806,HUAYO,PATAZ,LA LIBERTAD,125.25,-77.592231,-8.03494,3,3,0,3,0,67,2.576,41.641,2.3952
130807,ONGON,PATAZ,LA LIBERTAD,1312.9,-77.092493,-8.205787,2,2,0,2,0,56,8.765,23.891,0.1523
130808,PARCOY,PATAZ,LA LIBERTAD,277.91,-77.509867,-7.993235,8,8,0,8,0,86,2.315,38.629,2.8786
130809,PATAZ,PATAZ,LA LIBERTAD,393.36,-77.589553,-7.732444,11,11,0,11,0,124,5.8,51.03,2.7964
130810,PIAS,PATAZ,LA LIBERTAD,310.32,-77.48746,-7.893675,1,1,0,1,0,42,6.761,46.735,0.3222
130811,SANTIAGO DE CHALLAS,PATAZ,LA LIBERTAD,130.56,-77.37148,-8.427063,2,2,0,2,0,40,1.827,18.94,1.5319
130812,TAURIJA,PATAZ,LA LIBERTAD,130.54,-77.433164,-8.27946,1,1,0,1,0,50,3.259,14.828,0.766
130813,URPAY,PATAZ,LA LIBERTAD,102.51,-77.375546,-8.328178,2,2,0,2,0,41,2.812,10.498,1.951
130901,HUAMACHUCO,SANCHEZ CARRION,LA LIBERTAD,416.08,-78.046076,-7.826736,15,15,1,10,4,118,1.059,1.059,3.6051
130902,CHUGAY,SANCHEZ CARRION,LA LIBERTAD,417.48,-77.79811,-7.822314,6,6,0,6,0,119,4.641,27.138,1.4372
130903,COCHORCO,SANCHEZ CARRION,LA LIBERTAD,262.84,-77.696089,-7.82158,5,5,0,5,0,111,2.853,38.395,1.9023
130904,CURGOS,SANCHEZ CARRION,LA LIBERTAD,98.39,-77.953495,-7.847741,1,1,0,1,0,58,1.847,10.529,1.0164
130905,MARCABAL,SANCHEZ CARRION,LA LIBERTAD,235.64,-77.941685,-7.684918,6,6,0,6,0,125,3.032,12.874,2.5463
130906,SANAGORAN,SANCHEZ CARRION,LA LIBERTAD,337.56,-78.175635,-7.792644,4,4,0,4,0,120,4.012,14.802,1.185
130907,SARIN,SANCHEZ CARRION,LA LIBERTAD,335.88,-77.880107,-7.93983,5,5,0,5,0,124,3.88,22.593,1.4886
130908,SARTIMBAMBA,SANCHEZ CARRION,LA LIBERTAD,398.0,-77.766156,-7.61267,4,4,0,4,0,136,1.026,31.195,1.005
131001,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,LA LIBERTAD,1081.84,-78.24461,-8.349117,10,10,1,8,1,157,4.192,24.214,0.9244
131002,ANGASMARCA,SANTIAGO DE CHUCO,LA LIBERTAD,150.39,-78.03304,-8.147834,2,2,0,1,1,42,2.97,15.392,1.3299
131003,CACHICADAN,SANTIAGO DE CHUCO,LA LIBERTAD,270.47,-78.064357,-8.017281,1,1,0,1,0,61,9.551,18.295,0.3697
131004,MOLLEBAMBA,SANTIAGO DE CHUCO,LA LIBERTAD,69.43,-77.980809,-8.127965,2,2,0,2,0,63,2.656,21.205,2.8806
131005,MOLLEPATA,SANTIAGO DE CHUCO,LA LIBERTAD,69.12,-77.942038,-8.142619,2,2,0,2,0,32,3.483,25.42,2.8935
131006,QUIRUVILCA,SANTIAGO DE CHUCO,LA LIBERTAD,555.27,-78.251121,-8.014735,9,9,0,8,1,100,6.037,16.604,1.6208
131007,SANTA CRUZ DE CHUCA,SANTIAGO DE CHUCO,LA LIBERTAD,163.59,-78.097005,-8.187435,3,3,0,3,0,35,7.375,9.694,1.8339
131008,SITABAMBA,SANTIAGO DE CHUCO,LA LIBERTAD,315.2,-77.800464,-8.026291,4,4,0,4,0,72,1.009,35.445,1.269
131101,CASCAS,GRAN CHIMU,LA LIBERTAD,468.16,-78.763974,-7.501517,5,5,1,3,1,166,6.302,6.302,1.068
131102,LUCMA,GRAN CHIMU,LA LIBERTAD,288.31,-78.576593,-7.629976,5,5,0,5,0,116,2.949,30.521,1.7342
131103,MARMOT  1/,GRAN CHIMU,LA LIBERTAD,301.02,-78.701521,-7.662519,3,3,0,3,0,40,6.571,23.779,0.9966
131104,SAYAPULLO,GRAN CHIMU,LA LIBERTAD,234.96,-78.431727,-7.567901,4,4,0,4,0,70,1.916,40.166,1.7024
131201,VIRU,VIRU,LA LIBERTAD,1087.96,-78.735252,-8.353297,15,15,1,12,2,103,6.834,7.034,1.3787
131202,CHAO,VIRU,LA LIBERTAD,1677.04,-78.506439,-8.559892,11,11,0,8,3,66,9.445,31.318,0.6559
131203,GUADALUPITO,VIRU,LA LIBERTAD,428.06,-78.649755,-8.80171,1,1,0,1,0,28,10.817,30.773,0.2336
140101,CHICLAYO,CHICLAYO,LAMBAYEQUE,47.48,-79.825876,-6.783008,389,389,8,80,301,8,1.169,1.169,819.2923
140102,CHONGOYAPE,CHICLAYO,LAMBAYEQUE,725.07,-79.464589,-6.626848,4,4,0,4,0,66,6.377,29.984,0.5517
140103,ETEN,CHICLAYO,LAMBAYEQUE,83.79,-79.81579,-6.930481,3,3,0,2,1,10,5.347,17.356,3.5804
140104,ETEN PUERTO,CHICLAYO,LAMBAYEQUE,13.25,-79.84696,-6.95042,1,1,0,1,0,1,3.708,18.418,7.5472
140105,JOSE LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE,29.47,-79.842358,-6.739898,25,25,0,8,17,8,0.93,3.355,84.832
140106,LA VICTORIA,CHICLAYO,LAMBAYEQUE,41.15,-79.86109,-6.823766,22,22,0,10,12,35,2.681,4.505,53.4629
140107,LAGUNAS,CHICLAYO,LAMBAYEQUE,432.5,-79.671313,-7.01442,6,6,0,6,0,37,2.43,29.605,1.3873
140108,MONSEFU,CHICLAYO,LAMBAYEQUE,47.1,-79.857482,-6.86573,9,9,0,5,4,56,1.71,9.004,19.1083
140109,NUEVA ARICA,CHICLAYO,LAMBAYEQUE,212.53,-79.370818,-6.931294,2,2,0,2,0,12,7.303,33.011,0.941
140110,OYOTUN,CHICLAYO,LAMBAYEQUE,489.0,-79.276859,-6.779645,5,5,0,5,0,47,1.121,47.627,1.0225
140111,PICSI,CHICLAYO,LAMBAYEQUE,52.6,-79.772582,-6.716393,4,4,0,2,2,20,0.257,8.306,7.6046
140112,PIMENTEL,CHICLAYO,LAMBAYEQUE,67.03,-79.903446,-6.799331,11,11,1,4,6,49,2.936,2.936,16.4106
140113,REQUE,CHICLAYO,LAMBAYEQUE,45.6,-79.794194,-6.863482,4,4,0,3,1,25,2.523,10.756,8.7719
140114,SANTA ROSA,CHICLAYO,LAMBAYEQUE,13.68,-79.90426,-6.880746,1,1,0,1,0,4,1.709,10.681,7.3099
140115,SAÑA,CHICLAYO,LAMBAYEQUE,315.89,-79.638017,-6.887137,5,5,0,5,0,39,6.941,16.98,1.5828
140116,CAYALTI,CHICLAYO,LAMBAYEQUE,165.31,-79.506686,-6.8887,3,3,0,3,0,31,3.076,26.894,1.8148
140117,PATAPO,CHICLAYO,LAMBAYEQUE,185.08,-79.585758,-6.708932,7,7,0,4,3,36,5.911,14.024,3.7821
140118,POMALCA,CHICLAYO,LAMBAYEQUE,77.1,-79.759022,-6.781775,7,7,0,3,4,22,2.035,6.92,9.0791
140119,PUCALA,CHICLAYO,LAMBAYEQUE,175.94,-79.513739,-6.794633,3,3,0,1,2,27,5.928,21.834,1.7051
140120,TUMAN,CHICLAYO,LAMBAYEQUE,126.43,-79.694451,-6.773722,5,5,1,2,2,34,2.932,2.932,3.9548
140201,FERREÑAFE,FERREÑAFE,LAMBAYEQUE,60.58,-79.79112,-6.620522,12,12,1,1,10,27,1.481,2.441,19.8085
140202,CAÑARIS,FERREÑAFE,LAMBAYEQUE,290.4,-79.304702,-6.060212,10,10,0,10,0,136,2.344,64.794,3.4435
140203,INCAHUASI,FERREÑAFE,LAMBAYEQUE,437.52,-79.387145,-6.231249,13,9,0,13,0,150,7.807,63.755,2.9713
140204,MANUEL ANTONIO MESONES MURO,FERREÑAFE,LAMBAYEQUE,210.62,-79.682835,-6.635331,1,1,0,1,0,44,6.306,11.784,0.4748
140205,PITIPO,FERREÑAFE,LAMBAYEQUE,552.99,-79.634816,-6.486267,10,10,0,10,0,86,1.932,24.328,1.8084
140206,PUEBLO NUEVO,FERREÑAFE,LAMBAYEQUE,31.33,-79.824433,-6.62983,5,5,0,2,3,15,3.422,4.187,15.9591
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,327.26,-79.932853,-6.673874,19,19,1,5,13,75,3.511,4.618,5.8058
140302,CHOCHOPE,LAMBAYEQUE,LAMBAYEQUE,77.75,-79.613594,-6.155233,1,1,0,1,0,24,3.75,57.428,1.2862
140303,ILLIMO,LAMBAYEQUE,LAMBAYEQUE,24.19,-79.853369,-6.469594,3,3,0,3,0,26,0.652,20.464,12.4018
140304,JAYANCA,LAMBAYEQUE,LAMBAYEQUE,691.66,-79.808341,-6.334164,3,3,0,3,0,76,5.765,34.262,0.4337
140305,MOCHUMI,LAMBAYEQUE,LAMBAYEQUE,103.33,-79.887518,-6.56282,7,7,0,4,3,49,2.974,14.064,6.7744
140306,MORROPE,LAMBAYEQUE,LAMBAYEQUE,1061.54,-80.17912,-6.506137,21,20,0,21,0,91,18.522,37.635,1.9783
140307,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,559.16,-79.70788,-6.169044,7,7,0,7,0,90,2.367,53.27,1.2519
140308,OLMOS,LAMBAYEQUE,LAMBAYEQUE,5608.57,-80.071612,-6.047684,21,21,0,20,1,233,14.689,73.071,0.3744
140309,PACORA,LAMBAYEQUE,LAMBAYEQUE,89.3,-79.87993,-6.434083,2,2,0,2,0,35,2.898,25.224,2.2396
140310,SALAS,LAMBAYEQUE,LAMBAYEQUE,1008.68,-79.537938,-6.150877,10,10,0,10,0,148,2.047,61.212,0.9914
140311,SAN JOSE,LAMBAYEQUE,LAMBAYEQUE,45.47,-79.936615,-6.766082,5,5,0,4,1,19,1.741,6.753,10.9963
140312,TUCUME,LAMBAYEQUE,LAMBAYEQUE,63.81,-79.876279,-6.50331,7,7,0,7,0,54,2.024,18.227,10.9701
150101,LIMA,LIMA,LIMA,21.52,-77.048875,-12.051033,253,253,16,161,76,1,0.328,0.675,1175.6506
150102,ANCON,LIMA,LIMA,310.7,-77.095801,-11.702527,11,11,0,10,1,3,6.483,17.866,3.5404
150103,ATE,LIMA,LIMA,85.04,-76.877479,-12.032576,338,338,3,182,153,11,1.224,4.676,397.46
150104,BARRANCO,LIMA,LIMA,2.75,-77.020863,-12.144029,30,30,0,24,6,1,0.18,1.511,1090.9091
150105,BREÑA,LIMA,LIMA,3.21,-77.050592,-12.059164,147,147,1,81,65,1,0.417,0.86,4579.4393
150106,CARABAYLLO,LIMA,LIMA,312.24,-76.972923,-11.807387,65,65,0,46,19,90,4.221,13.138,20.8173
150107,CHACLACAYO,LIMA,LIMA,42.81,-76.766952,-11.991637,32,32,0,19,13,8,2.007,6.382,74.7489
150108,CHORRILLOS,LIMA,LIMA,37.02,-77.00589,-12.192645,142,142,9,58,75,3,0.232,0.232,383.5764
150109,CIENEGUILLA,LIMA,LIMA,224.97,-76.777526,-12.076465,22,22,0,9,13,11,3.632,8.15,9.7791
150110,COMAS,LIMA,LIMA,48.88,-77.038901,-11.929064,262,262,4,167,91,13,0.26,1.686,536.0065
150111,EL AGUSTINO,LIMA,LIMA,13.39,-76.987404,-12.040097,100,100,1,55,44,3,0.353,0.672,746.826
150112,INDEPENDENCIA,LIMA,LIMA,16.12,-77.046044,-11.987473,62,62,1,35,26,3,0.534,3.733,384.6154
150113,JESUS MARIA,LIMA,LIMA,4.34,-77.048208,-12.078106,275,275,15,166,94,1,0.524,0.886,6336.4055
150114,LA MOLINA,LIMA,LIMA,48.74,-76.925729,-12.088085,152,152,4,86,62,10,0.747,3.592,311.8588
150115,LA VICTORIA,LIMA,LIMA,9.14,-77.017386,-12.072333,89,88,3,64,22,1,0.644,1.637,973.7418
150116,LINCE,LIMA,LIMA,2.75,-77.035667,-12.085791,246,246,7,164,75,1,0.583,0.825,8945.4545
150117,LOS OLIVOS,LIMA,LIMA,18.22,-77.074367,-11.972421,539,539,8,336,195,8,0.438,3.621,2958.2876
150118,LURIGANCHO,LIMA,LIMA,245.09,-76.801329,-11.958494,89,89,2,51,36,26,2.716,6.671,36.3132
150119,LURIN,LIMA,LIMA,187.63,-76.801107,-12.234265,60,60,0,45,15,25,6.247,14.426,31.9778
150120,MAGDALENA DEL MAR,LIMA,LIMA,3.27,-77.066694,-12.093839,131,131,3,89,39,1,0.548,0.548,4006.1162
150121,MAGDALENA VIEJA,LIMA,LIMA,4.65,-77.065743,-12.075084,135,135,10,93,32,1,0.639,0.639,2903.2258
150122,MIRAFLORES,LIMA,LIMA,9.15,-77.028934,-12.120911,305,305,17,202,86,1,0.363,0.813,3333.3333
150123,PACHACAMAC,LIMA,LIMA,185.9,-76.809625,-12.159995,55,55,0,38,17,24,3.59,14.454,29.5858
150124,PUCUSANA,LIMA,LIMA,29.08,-76.775624,-12.465837,3,3,0,3,0,13,2.744,31.006,10.3164
150125,PUENTE PIEDRA,LIMA,LIMA,50.56,-77.086653,-11.872124,190,190,2,104,84,15,0.618,1.271,375.7911
150126,PUNTA HERMOSA,LIMA,LIMA,121.95,-76.74378,-12.269275,2,2,0,2,0,13,11.742,21.056,1.64
150127,PUNTA NEGRA,LIMA,LIMA,129.65,-76.709441,-12.303643,2,2,0,1,1,4,11.65,25.631,1.5426
150128,RIMAC,LIMA,LIMA,12.07,-77.032678,-12.023583,67,67,0,52,15,1,0.49,2.383,555.0953
150129,SAN BARTOLO,LIMA,LIMA,53.64,-76.72414,-12.369376,3,3,0,2,1,11,5.973,27.36,5.5928
150130,SAN BORJA,LIMA,LIMA,10.36,-76.995209,-12.097546,219,219,21,130,68,3,0.538,1.278,2113.8996
150131,SAN ISIDRO,LIMA,LIMA,9.7,-77.036672,-12.098981,291,291,16,191,84,1,0.692,0.893,3000.0
150132,SAN JUAN DE LURIGANCHO,LIMA,LIMA,140.45,-76.971489,-11.945962,669,669,7,356,306,16,0.683,3.617,476.3261
150133,SAN JUAN DE MIRAFLORES,LIMA,LIMA,22.23,-76.966507,-12.157858,318,318,5,204,109,2,0.655,0.86,1430.4993
150134,SAN LUIS,LIMA,LIMA,3.49,-76.997239,-12.074087,95,95,1,59,35,1,0.17,1.453,2722.063
150135,SAN MARTÍN DE PORRES,LIMA,LIMA,36.34,-77.088413,-11.992828,367,367,4,264,99,8,1.017,2.743,1009.9064
150136,SAN MIGUEL,LIMA,LIMA,9.59,-77.090067,-12.076445,92,92,7,55,30,1,0.622,0.622,959.3326
150137,SANTA ANITA,LIMA,LIMA,10.68,-76.96314,-12.043207,178,178,3,110,65,3,0.6,1.719,1666.6667
150138,SANTA MARIA DEL MAR,LIMA,LIMA,7.75,-76.7674,-12.408577,2,2,0,2,0,2,1.922,26.574,25.8065
150139,SANTA ROSA,LIMA,LIMA,17.44,-77.163253,-11.805007,2,2,0,2,0,1,1.435,8.562,11.4679
150140,SANTIAGO DE SURCO,LIMA,LIMA,34.71,-76.984306,-12.126991,351,351,13,247,91,4,1.651,2.332,1011.236
150141,SURQUILLO,LIMA,LIMA,4.63,-77.012986,-12.113436,128,128,6,89,33,1,0.517,1.518,2764.5788
150142,VILLA EL SALVADOR,LIMA,LIMA,33.84,-76.945276,-12.219278,168,168,3,119,46,1,0.013,1.726,496.4539
150143,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,66.22,-76.918988,-12.170389,189,189,1,139,49,6,0.35,4.499,285.4123
150201,BARRANCA,BARRANCA,LIMA,160.93,-77.682692,-10.714931,40,40,1,27,12,65,3.102,9.828,24.8555
150202,PARAMONGA,BARRANCA,LIMA,414.03,-77.742132,-10.48643,12,12,0,11,1,65,0.757,29.754,2.8983
150203,PATIVILCA,BARRANCA,LIMA,282.23,-77.685956,-10.62336,8,8,0,8,0,57,0.256,16.848,2.8346
150204,SUPE,BARRANCA,LIMA,519.72,-77.562317,-10.809616,9,9,1,8,0,65,1.854,17.007,1.7317
150205,SUPE PUERTO,BARRANCA,LIMA,15.47,-77.72568,-10.785248,4,4,0,3,1,10,1.3,1.589,25.8565
150301,CAJATAMBO,CAJATAMBO,LIMA,552.4,-76.943842,-10.455136,2,2,0,2,0,162,5.676,78.551,0.3621
150302,COPA,CAJATAMBO,LIMA,205.48,-77.023365,-10.364486,2,2,0,2,0,15,6.563,84.74,0.9733
150303,GORGOR,CAJATAMBO,LIMA,336.25,-76.991916,-10.621645,1,1,0,1,0,230,5.402,79.834,0.2974
150304,HUANCAPON,CAJATAMBO,LIMA,150.18,-77.108935,-10.521692,1,1,0,1,0,78,3.073,73.217,0.6659
150305,MANAS,CAJATAMBO,LIMA,282.88,-77.220814,-10.612369,2,2,0,2,0,101,12.472,58.041,0.707
150401,CANTA,CANTA,LIMA,134.16,-76.582296,-11.475306,3,3,0,3,0,123,4.53,46.166,2.2361
150402,ARAHUAY,CANTA,LIMA,135.27,-76.675103,-11.640716,2,2,0,2,0,34,2.009,32.556,1.4785
150403,HUAMANTANGA,CANTA,LIMA,493.4,-76.843793,-11.550351,3,3,0,3,0,34,10.977,40.707,0.608
150404,HUAROS,CANTA,LIMA,327.34,-76.502412,-11.401313,2,2,0,2,0,109,2.463,50.589,0.611
